Tweet,Location,Coordinates,Timestamp,Username,Sentiment
I'm impressed by the funding and investments for the Tren Maya and its influence on local culture.,Playa del Carmen,"(20.6296, -87.0739)",21/02/2023 02:46,katie75,Positive
I'm fascinated by the design and route of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",17/06/2023 16:35,mbarnett,Positive
I'm uncertain about the design and route of the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",12/09/2023 13:29,carrolldawn,Negative
I'm curious about how the construction process of the Tren Maya and its potential for change.,Tulum,"(20.2114, -87.4654)",18/09/2023 04:48,greenkatrina,Positive
I'm uncertain about the tourism potential of the Tren Maya and its possible global significance.,Bacalar,"(18.6783, -88.3926)",12/10/2023 12:38,elizabethrivera,Neutral
I'm curious about how the local community involvement in the Tren Maya and its role in Mexico's development.,Chichen Itza,"(20.6843, -88.5678)",16/10/2023 00:47,wcuevas,Positive
I have concerns regarding the local community involvement in the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",25/07/2023 15:19,rachel54,Neutral
I'm critical of the funding and investments for the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",11/09/2023 18:34,cramirez,Negative
I'm impressed by the design and route of the Tren Maya and its potential for change.,Bacalar,"(18.6783, -88.3926)",27/09/2023 12:39,robert91,Positive
I'm supportive of the design and route of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",03/06/2023 06:01,pjimenez,Positive
I'm impressed by the design and route of the Tren Maya and the challenges it faces.,Playa del Carmen,"(20.6296, -87.0739)",28/04/2023 12:03,hpeterson,Positive
I'm impressed by the local community involvement in the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",04/02/2023 05:27,ffarrell,Positive
I'm critical of the cultural significance of the Tren Maya and its influence on local culture.,Cancun,"(21.1619, -86.8515)",11/05/2023 13:45,robert06,Neutral
I'm optimistic about the long-term benefits of the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",13/01/2023 15:39,linda81,Positive
I'm supportive of the funding and investments for the Tren Maya and the opportunities it presents.,Campeche,"(19.8454, -90.5237)",10/07/2023 14:38,kathleen64,Positive
I'm uncertain about the tourism potential of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",25/08/2023 20:32,ublack,Negative
I'm excited for the design and route of the Tren Maya and how it might change travel.,Chichen Itza,"(20.6843, -88.5678)",12/11/2023 05:46,gryan,Positive
I wonder about the funding and investments for the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",02/03/2023 11:00,brownelizabeth,Neutral
I wonder about the long-term benefits of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",22/11/2023 22:34,joshuaryan,Positive
I have concerns regarding the construction process of the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",25/06/2023 22:00,patrick57,Neutral
I'm impressed by the construction process of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",01/01/2023 13:34,amandavalencia,Positive
I'm excited for the long-term benefits of the Tren Maya and its influence on local culture.,Cancun,"(21.1619, -86.8515)",08/06/2023 05:52,terrance59,Positive
I'm uncertain about the cultural significance of the Tren Maya and its potential for change.,Chichen Itza,"(20.6843, -88.5678)",17/10/2023 16:09,thawkins,Neutral
I'm fascinated by the long-term benefits of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",16/04/2023 22:43,sullivantodd,Positive
I'm excited for the design and route of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",23/03/2023 18:22,mckenziemelissa,Positive
I'm fascinated by the cultural significance of the Tren Maya and its possible global significance.,Chichen Itza,"(20.6843, -88.5678)",24/10/2023 06:41,dthomas,Positive
I'm supportive of the economic impact of the Tren Maya and what it means for the future.,Tulum,"(20.2114, -87.4654)",15/10/2023 18:07,meghangallagher,Positive
I'm uncertain about the long-term benefits of the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",04/01/2023 12:13,annelove,Positive
I wonder about the economic impact of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",25/01/2023 15:10,farrellmax,Neutral
I'm impressed by the funding and investments for the Tren Maya and what it means for the future.,Valladolid,"(20.6886, -88.2025)",23/08/2023 09:33,lgross,Positive
I have concerns regarding the local community involvement in the Tren Maya and its influence on local culture.,Playa del Carmen,"(20.6296, -87.0739)",02/03/2023 20:01,medinatravis,Neutral
I'm uncertain about the environmental sustainability of the Tren Maya and its effects on the region.,Chichen Itza,"(20.6843, -88.5678)",02/02/2023 13:25,nicole57,Negative
I'm critical of the environmental sustainability of the Tren Maya and its potential for change.,Tulum,"(20.2114, -87.4654)",07/01/2023 17:57,williambolton,Negative
I'm optimistic about the tourism potential of the Tren Maya and its impact on local wildlife.,Campeche,"(19.8454, -90.5237)",08/11/2023 13:29,nicolesherman,Positive
I'm fascinated by the economic impact of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",18/06/2023 06:22,alvarezelizabeth,Positive
I'm optimistic about the long-term benefits of the Tren Maya and how it might change travel.,Cancun,"(21.1619, -86.8515)",17/02/2023 00:23,ramseykylie,Positive
I'm optimistic about the construction process of the Tren Maya and its effects on the region.,Tulum,"(20.2114, -87.4654)",29/03/2023 17:37,dunncarol,Positive
I'm optimistic about the cultural significance of the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",05/07/2023 01:51,guerreroamanda,Positive
I'm doubtful about the local community involvement in the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",05/03/2023 11:10,jenny05,Negative
I'm supportive of the economic impact of the Tren Maya and the opportunities it presents.,Campeche,"(19.8454, -90.5237)",03/08/2023 18:07,sharon40,Positive
I'm curious about how the cultural significance of the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",12/08/2023 10:57,marquezrobert,Positive
I'm optimistic about the design and route of the Tren Maya and what it means for the future.,Valladolid,"(20.6886, -88.2025)",23/02/2023 21:07,michael56,Positive
I'm impressed by the design and route of the Tren Maya and the challenges it faces.,Merida,"(20.9674, -89.5926)",22/01/2023 12:59,jennifer30,Positive
I'm critical of the tourism potential of the Tren Maya and the challenges it faces.,Bacalar,"(18.6783, -88.3926)",12/01/2023 11:37,herrerajennifer,Negative
I'm impressed by the cultural significance of the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",09/08/2023 05:56,colemanchristopher,Positive
I'm fascinated by the cultural significance of the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",18/08/2023 06:11,kenneth82,Positive
I'm excited for the environmental sustainability of the Tren Maya and its possible global significance.,Valladolid,"(20.6886, -88.2025)",16/03/2023 05:00,harperpatrick,Positive
I wonder about the economic impact of the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",25/05/2023 23:20,aturner,Neutral
I'm optimistic about the design and route of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",01/05/2023 01:36,coreygriffith,Positive
I'm doubtful about the tourism potential of the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",09/03/2023 07:48,david12,Negative
I'm cautious about the tourism potential of the Tren Maya and its role in Mexico's development.,Merida,"(20.9674, -89.5926)",21/11/2023 08:23,zachary82,Negative
I'm curious about how the environmental sustainability of the Tren Maya and the challenges it faces.,Valladolid,"(20.6886, -88.2025)",08/01/2023 09:18,jason75,Positive
I'm optimistic about the funding and investments for the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",30/04/2023 06:24,randymorris,Positive
I'm optimistic about the tourism potential of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",17/08/2023 04:08,benjamin41,Positive
I'm fascinated by the construction process of the Tren Maya and its impact on local wildlife.,Playa del Carmen,"(20.6296, -87.0739)",23/01/2023 12:33,fknight,Positive
I'm excited for the local community involvement in the Tren Maya and its potential for change.,Merida,"(20.9674, -89.5926)",05/07/2023 17:35,romeromary,Positive
I'm critical of the funding and investments for the Tren Maya and the opportunities it presents.,Valladolid,"(20.6886, -88.2025)",10/04/2023 18:08,ashlee17,Neutral
I'm supportive of the design and route of the Tren Maya and its effects on the region.,Valladolid,"(20.6886, -88.2025)",03/05/2023 22:55,heatherpeters,Positive
I'm excited for the local community involvement in the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",19/01/2023 13:16,gmorrow,Positive
I'm excited for the funding and investments for the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",24/05/2023 23:55,jeffrey35,Positive
I'm fascinated by the long-term benefits of the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",22/06/2023 16:39,oclark,Positive
I'm curious about how the funding and investments for the Tren Maya and what it means for the future.,Tulum,"(20.2114, -87.4654)",10/10/2023 20:54,judy82,Positive
I have concerns regarding the economic impact of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",05/03/2023 04:16,donnacooper,Neutral
I'm uncertain about the design and route of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",01/09/2023 01:29,erose,Negative
I'm critical of the long-term benefits of the Tren Maya and the opportunities it presents.,Bacalar,"(18.6783, -88.3926)",14/11/2023 09:24,james24,Positive
I'm impressed by the funding and investments for the Tren Maya and its effects on the region.,Merida,"(20.9674, -89.5926)",20/08/2023 01:52,hhernandez,Positive
I'm fascinated by the funding and investments for the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",11/01/2023 21:20,vnixon,Positive
I'm doubtful about the funding and investments for the Tren Maya and its possible global significance.,Campeche,"(19.8454, -90.5237)",18/03/2023 16:47,browntina,Neutral
I'm uncertain about the funding and investments for the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",10/07/2023 11:45,jessica44,Negative
I'm uncertain about the economic impact of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",07/05/2023 09:05,ewatson,Negative
I'm cautious about the cultural significance of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",26/09/2023 14:06,kevinpreston,Positive
I wonder about the construction process of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",08/11/2023 10:34,tyler91,Neutral
I'm cautious about the design and route of the Tren Maya and its impact on local wildlife.,Playa del Carmen,"(20.6296, -87.0739)",27/03/2023 23:10,wyoung,Negative
I wonder about the construction process of the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",12/09/2023 19:15,tkirk,Neutral
I'm impressed by the environmental sustainability of the Tren Maya and how it might change travel.,Campeche,"(19.8454, -90.5237)",19/06/2023 05:22,alison13,Positive
I'm doubtful about the local community involvement in the Tren Maya and what it means for the future.,Valladolid,"(20.6886, -88.2025)",23/04/2023 15:22,bobbycox,Negative
I'm critical of the tourism potential of the Tren Maya and its impact on local wildlife.,Chichen Itza,"(20.6843, -88.5678)",20/11/2023 10:20,john12,Negative
I'm cautious about the cultural significance of the Tren Maya and its possible global significance.,Merida,"(20.9674, -89.5926)",19/10/2023 06:02,andersonmichael,Positive
I have concerns regarding the tourism potential of the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",14/08/2023 17:59,john60,Neutral
I'm cautious about the cultural significance of the Tren Maya and how it might change travel.,Chichen Itza,"(20.6843, -88.5678)",14/03/2023 19:46,danielgomez,Positive
I'm curious about how the construction process of the Tren Maya and how it might change travel.,Valladolid,"(20.6886, -88.2025)",01/04/2023 10:54,josephshaw,Positive
I'm impressed by the construction process of the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",22/09/2023 13:03,galvanbarbara,Positive
I'm optimistic about the funding and investments for the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",27/11/2023 16:45,kvargas,Positive
I'm excited for the environmental sustainability of the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",27/11/2023 16:35,ksavage,Positive
I'm critical of the long-term benefits of the Tren Maya and its influence on local culture.,Cancun,"(21.1619, -86.8515)",25/01/2023 03:10,margaretwilliams,Neutral
I'm curious about how the local community involvement in the Tren Maya and the opportunities it presents.,Tulum,"(20.2114, -87.4654)",22/02/2023 00:19,amanda38,Positive
I'm fascinated by the environmental sustainability of the Tren Maya and its effects on the region.,Merida,"(20.9674, -89.5926)",20/07/2023 10:05,emendoza,Positive
I have concerns regarding the cultural significance of the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",22/06/2023 04:48,lalexander,Positive
I'm uncertain about the local community involvement in the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",15/09/2023 21:42,sherrywest,Negative
I'm curious about how the construction process of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",07/11/2023 04:30,karenfloyd,Positive
I'm fascinated by the tourism potential of the Tren Maya and its possible global significance.,Cancun,"(21.1619, -86.8515)",06/05/2023 17:57,thompsonstephanie,Positive
I'm curious about how the long-term benefits of the Tren Maya and the challenges it faces.,Cancun,"(21.1619, -86.8515)",15/02/2023 00:48,ubutler,Positive
I'm cautious about the cultural significance of the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",23/11/2023 08:49,parkerdeborah,Positive
I'm excited for the tourism potential of the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",17/11/2023 23:15,uhamilton,Positive
I'm fascinated by the local community involvement in the Tren Maya and its influence on local culture.,Cancun,"(21.1619, -86.8515)",05/02/2023 03:59,susan37,Positive
I'm excited for the cultural significance of the Tren Maya and what it means for the future.,Campeche,"(19.8454, -90.5237)",30/10/2023 18:34,zcook,Positive
I'm fascinated by the cultural significance of the Tren Maya and what it means for the future.,Tulum,"(20.2114, -87.4654)",28/03/2023 06:16,kimteresa,Positive
I'm impressed by the local community involvement in the Tren Maya and the opportunities it presents.,Tulum,"(20.2114, -87.4654)",02/01/2023 01:24,simpsonmatthew,Positive
I'm supportive of the local community involvement in the Tren Maya and the opportunities it presents.,Valladolid,"(20.6886, -88.2025)",24/07/2023 15:09,kathleenhawkins,Positive
I'm uncertain about the long-term benefits of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",13/04/2023 16:56,carolyn93,Positive
I'm cautious about the construction process of the Tren Maya and its influence on local culture.,Merida,"(20.9674, -89.5926)",15/11/2023 16:24,thomas86,Negative
I'm supportive of the design and route of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",08/04/2023 02:59,andrademelanie,Positive
I'm doubtful about the construction process of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",13/03/2023 16:27,elizabethtaylor,Negative
I'm optimistic about the tourism potential of the Tren Maya and its possible global significance.,Campeche,"(19.8454, -90.5237)",12/10/2023 04:18,emartinez,Positive
I'm uncertain about the design and route of the Tren Maya and the challenges it faces.,Merida,"(20.9674, -89.5926)",29/10/2023 17:01,danielle15,Negative
I'm critical of the environmental sustainability of the Tren Maya and what it means for the future.,Valladolid,"(20.6886, -88.2025)",29/10/2023 05:19,jenniferadams,Negative
I'm doubtful about the local community involvement in the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",21/05/2023 01:28,jonathan31,Negative
I'm fascinated by the long-term benefits of the Tren Maya and its role in Mexico's development.,Chichen Itza,"(20.6843, -88.5678)",01/11/2023 07:44,steven91,Positive
I'm optimistic about the cultural significance of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",19/06/2023 05:54,yhartman,Positive
I'm curious about how the cultural significance of the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",25/09/2023 03:38,amywilson,Positive
I'm fascinated by the cultural significance of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",31/03/2023 04:53,johnbrown,Positive
I'm fascinated by the economic impact of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",09/06/2023 06:34,christinaberry,Positive
I wonder about the local community involvement in the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",14/01/2023 05:25,lorirobinson,Neutral
I'm impressed by the economic impact of the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",04/05/2023 07:17,achavez,Positive
I wonder about the economic impact of the Tren Maya and the challenges it faces.,Bacalar,"(18.6783, -88.3926)",26/04/2023 16:22,joseph91,Neutral
I have concerns regarding the cultural significance of the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",26/09/2023 03:49,mitchell60,Positive
I'm impressed by the long-term benefits of the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",14/07/2023 23:50,tinatorres,Positive
I'm fascinated by the long-term benefits of the Tren Maya and the challenges it faces.,Cancun,"(21.1619, -86.8515)",10/11/2023 15:52,hpaul,Positive
I'm curious about how the local community involvement in the Tren Maya and the opportunities it presents.,Campeche,"(19.8454, -90.5237)",07/05/2023 06:57,sherri07,Positive
I'm cautious about the construction process of the Tren Maya and the challenges it faces.,Cancun,"(21.1619, -86.8515)",21/01/2023 03:41,frances20,Neutral
I'm fascinated by the cultural significance of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",01/02/2023 00:36,econtreras,Positive
I'm impressed by the tourism potential of the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",05/10/2023 03:46,dennishardy,Positive
I'm supportive of the economic impact of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",30/08/2023 17:28,dawn23,Positive
I'm optimistic about the funding and investments for the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",17/11/2023 03:35,hrobbins,Positive
I'm critical of the cultural significance of the Tren Maya and its influence on local culture.,Cancun,"(21.1619, -86.8515)",22/07/2023 20:52,jwilson,Neutral
I'm supportive of the funding and investments for the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",02/07/2023 06:11,brewerrobert,Positive
I'm fascinated by the cultural significance of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",17/01/2023 03:34,anthonymaynard,Positive
I'm curious about how the design and route of the Tren Maya and its effects on the region.,Valladolid,"(20.6886, -88.2025)",15/10/2023 06:25,warnerkevin,Positive
I'm supportive of the long-term benefits of the Tren Maya and what it means for the future.,Campeche,"(19.8454, -90.5237)",02/08/2023 02:04,conwaycristina,Positive
I'm supportive of the long-term benefits of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",14/08/2023 13:54,dalenichols,Positive
I'm supportive of the cultural significance of the Tren Maya and the challenges it faces.,Playa del Carmen,"(20.6296, -87.0739)",30/09/2023 08:12,sara79,Positive
I have concerns regarding the environmental sustainability of the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",17/09/2023 11:44,jasminecole,Neutral
I'm critical of the long-term benefits of the Tren Maya and its impact on local wildlife.,Campeche,"(19.8454, -90.5237)",20/03/2023 16:54,craigrosario,Neutral
I'm uncertain about the design and route of the Tren Maya and its potential for change.,Chichen Itza,"(20.6843, -88.5678)",12/08/2023 17:45,matthew51,Negative
I'm doubtful about the funding and investments for the Tren Maya and its influence on local culture.,Merida,"(20.9674, -89.5926)",18/10/2023 16:31,vserrano,Negative
I'm excited for the design and route of the Tren Maya and its effects on the region.,Bacalar,"(18.6783, -88.3926)",11/04/2023 07:01,fporter,Positive
I have concerns regarding the long-term benefits of the Tren Maya and the challenges it faces.,Playa del Carmen,"(20.6296, -87.0739)",01/08/2023 00:07,tommy24,Positive
I'm uncertain about the tourism potential of the Tren Maya and its effects on the region.,Valladolid,"(20.6886, -88.2025)",28/01/2023 09:49,simmonstheresa,Negative
I'm curious about how the economic impact of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",30/09/2023 19:54,doliver,Positive
I'm curious about how the tourism potential of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",11/06/2023 17:26,jcherry,Positive
I'm critical of the local community involvement in the Tren Maya and its effects on the region.,Chichen Itza,"(20.6843, -88.5678)",01/10/2023 08:38,arianahumphrey,Negative
I'm curious about how the economic impact of the Tren Maya and the challenges it faces.,Tulum,"(20.2114, -87.4654)",28/10/2023 06:43,jcoleman,Positive
I'm critical of the construction process of the Tren Maya and its influence on local culture.,Valladolid,"(20.6886, -88.2025)",07/03/2023 03:14,thomasramirez,Negative
I'm cautious about the construction process of the Tren Maya and the challenges it faces.,Bacalar,"(18.6783, -88.3926)",08/06/2023 01:16,agordon,Neutral
I'm excited for the tourism potential of the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",09/05/2023 21:48,uthomas,Positive
I have concerns regarding the funding and investments for the Tren Maya and how it might change travel.,Chichen Itza,"(20.6843, -88.5678)",01/11/2023 16:17,joshua39,Neutral
I'm uncertain about the cultural significance of the Tren Maya and its role in Mexico's development.,Merida,"(20.9674, -89.5926)",28/08/2023 15:18,jenniferpope,Neutral
I'm cautious about the cultural significance of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",03/04/2023 03:18,xramirez,Positive
I wonder about the environmental sustainability of the Tren Maya and the challenges it faces.,Tulum,"(20.2114, -87.4654)",25/11/2023 09:59,epatton,Neutral
I'm fascinated by the funding and investments for the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",03/09/2023 05:27,catherine11,Positive
I have concerns regarding the design and route of the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",26/06/2023 19:57,raymond05,Neutral
I'm cautious about the environmental sustainability of the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",29/07/2023 23:10,jamie90,Negative
I'm supportive of the construction process of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",07/07/2023 10:49,allenjames,Positive
I'm curious about how the tourism potential of the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",05/08/2023 03:29,hmorgan,Positive
I'm uncertain about the design and route of the Tren Maya and its potential for change.,Valladolid,"(20.6886, -88.2025)",07/02/2023 07:02,msimon,Negative
I wonder about the funding and investments for the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",28/03/2023 01:11,cardenasadriana,Neutral
I'm doubtful about the long-term benefits of the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",29/04/2023 12:15,brendacunningham,Neutral
I'm doubtful about the funding and investments for the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",24/08/2023 09:44,youngrichard,Negative
I'm cautious about the economic impact of the Tren Maya and its impact on local wildlife.,Campeche,"(19.8454, -90.5237)",04/06/2023 02:31,jhernandez,Negative
I'm critical of the cultural significance of the Tren Maya and the challenges it faces.,Playa del Carmen,"(20.6296, -87.0739)",18/06/2023 03:35,jeremypalmer,Neutral
I'm cautious about the funding and investments for the Tren Maya and the challenges it faces.,Bacalar,"(18.6783, -88.3926)",09/02/2023 01:34,alicemiles,Neutral
I'm curious about how the design and route of the Tren Maya and its possible global significance.,Cancun,"(21.1619, -86.8515)",03/10/2023 11:25,meyerchad,Positive
I'm excited for the tourism potential of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",25/06/2023 14:54,graynicole,Positive
I'm excited for the long-term benefits of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",19/06/2023 19:29,andrew51,Positive
I'm critical of the long-term benefits of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",27/03/2023 19:25,matthewfritz,Neutral
I'm impressed by the economic impact of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",02/03/2023 20:18,christopher91,Positive
I have concerns regarding the economic impact of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",24/04/2023 08:55,april09,Neutral
I wonder about the long-term benefits of the Tren Maya and the challenges it faces.,Playa del Carmen,"(20.6296, -87.0739)",21/10/2023 06:49,collinsjason,Positive
I have concerns regarding the design and route of the Tren Maya and its possible global significance.,Merida,"(20.9674, -89.5926)",31/03/2023 05:35,howardjacob,Positive
I'm curious about how the construction process of the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",17/10/2023 22:19,tsmith,Positive
I'm critical of the cultural significance of the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",23/09/2023 21:08,steven52,Positive
I'm excited for the funding and investments for the Tren Maya and what it means for the future.,Valladolid,"(20.6886, -88.2025)",21/02/2023 07:35,paulfuller,Positive
I'm excited for the construction process of the Tren Maya and its effects on the region.,Bacalar,"(18.6783, -88.3926)",26/03/2023 15:24,scarroll,Positive
I'm supportive of the local community involvement in the Tren Maya and its influence on local culture.,Merida,"(20.9674, -89.5926)",03/05/2023 11:45,jessica88,Positive
I'm supportive of the design and route of the Tren Maya and its effects on the region.,Merida,"(20.9674, -89.5926)",22/04/2023 02:59,jennifer75,Positive
I'm doubtful about the construction process of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",05/10/2023 07:20,calvin37,Negative
I'm doubtful about the tourism potential of the Tren Maya and how it might change travel.,Merida,"(20.9674, -89.5926)",01/11/2023 15:37,nguyensandra,Negative
I wonder about the cultural significance of the Tren Maya and how it might change travel.,Valladolid,"(20.6886, -88.2025)",06/10/2023 17:11,jeffreyatkins,Positive
I'm cautious about the economic impact of the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",02/05/2023 05:06,gloria01,Negative
I have concerns regarding the funding and investments for the Tren Maya and its role in Mexico's development.,Chichen Itza,"(20.6843, -88.5678)",16/03/2023 14:45,thorntonryan,Neutral
I have concerns regarding the funding and investments for the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",26/10/2023 12:48,avaldez,Neutral
I'm excited for the environmental sustainability of the Tren Maya and the opportunities it presents.,Tulum,"(20.2114, -87.4654)",19/06/2023 00:34,jodi29,Positive
I wonder about the cultural significance of the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",20/06/2023 04:49,areyes,Positive
I'm uncertain about the construction process of the Tren Maya and what it means for the future.,Tulum,"(20.2114, -87.4654)",16/04/2023 17:43,hardingrachael,Negative
I have concerns regarding the economic impact of the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",26/02/2023 05:57,hopkinsandrea,Neutral
I wonder about the local community involvement in the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",03/09/2023 12:14,kristenbush,Neutral
I wonder about the construction process of the Tren Maya and its possible global significance.,Playa del Carmen,"(20.6296, -87.0739)",03/03/2023 04:44,linda10,Positive
I'm impressed by the funding and investments for the Tren Maya and how it might change travel.,Valladolid,"(20.6886, -88.2025)",01/04/2023 08:30,eallen,Positive
I have concerns regarding the tourism potential of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",27/01/2023 15:32,qhartman,Neutral
I'm impressed by the economic impact of the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",14/08/2023 05:53,jillblack,Positive
I'm cautious about the local community involvement in the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",03/04/2023 13:04,alicia77,Negative
I'm doubtful about the environmental sustainability of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",15/05/2023 13:34,perrymelissa,Negative
I'm doubtful about the local community involvement in the Tren Maya and the opportunities it presents.,Valladolid,"(20.6886, -88.2025)",18/01/2023 04:33,mcgeeangela,Neutral
I wonder about the design and route of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",08/03/2023 02:25,coxchristina,Neutral
